Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,ISIN
2026-04-17 00:00:00+02:00,264.2488098144531,266.0544128417969,264.2488098144531,266.00909423828125,812,0.0,0.0,0.0,LU1681040496
2026-04-20 00:00:00+02:00,266.4028015136719,266.4028015136719,264.7265930175781,265.15740966796875,1085,0.0,0.0,0.0,LU1681040496
2026-04-21 00:00:00+02:00,264.505615234375,264.7997131347656,264.49920654296875,264.7997131347656,1991,0.0,0.0,0.0,LU1681040496
2026-04-22 00:00:00+02:00,265.0278015136719,265.0278015136719,264.0906982421875,264.3559875488281,775,0.0,0.0,0.0,LU1681040496
2026-04-23 00:00:00+02:00,264.194091796875,264.194091796875,263.9595031738281,263.96539306640625,227,0.0,0.0,0.0,LU1681040496
2026-04-17 00:00:00+02:00,136.74000549316406,136.74000549316406,136.74000549316406,137.24000549316406,39,0.0,0.0,0.0,LU1829218822
2026-04-20 00:00:00+02:00,137.0,137.13999938964844,137.0,137.07000732421875,97,0.0,0.0,0.0,LU1829218822
2026-04-21 00:00:00+02:00,137.11000061035156,137.14999389648438,136.72000122070312,136.72000122070312,163,0.0,0.0,0.0,LU1829218822
2026-04-22 00:00:00+02:00,136.8800048828125,136.8800048828125,136.8800048828125,136.77999877929688,39,0.0,0.0,0.0,LU1829218822
2026-04-17 00:00:00+02:00,141.67999267578125,145.72000122070312,141.4600067138672,145.0,5640,0.0,0.0,0.0,LU1681046931
2026-04-20 00:00:00+02:00,143.0800018310547,143.4600067138672,142.74000549316406,143.10000610351562,4457,0.0,0.0,0.0,LU1681046931
2026-04-21 00:00:00+02:00,143.10000610351562,143.89999389648438,141.60000610351562,141.60000610351562,1148,0.0,0.0,0.0,LU1681046931
2026-04-22 00:00:00+02:00,141.94000244140625,141.94000244140625,139.89999389648438,139.89999389648438,2375,0.0,0.0,0.0,LU1681046931
2026-04-23 00:00:00+02:00,140.3000030517578,140.75999450683594,140.3000030517578,140.66000366210938,1129,0.0,0.0,0.0,LU1681046931
2026-04-17 00:00:00+02:00,82.0,84.4000015258789,82.0,84.0199966430664,8320,0.0,0.0,0.0,LU1681047079
2026-04-20 00:00:00+02:00,82.91999816894531,83.19000244140625,82.72000122070312,82.8499984741211,1878,0.0,0.0,0.0,LU1681047079
2026-04-21 00:00:00+02:00,82.94000244140625,83.37000274658203,82.05999755859375,82.08000183105469,1162,0.0,0.0,0.0,LU1681047079
2026-04-22 00:00:00+02:00,82.3499984741211,82.3499984741211,81.16000366210938,81.16999816894531,2941,0.0,0.0,0.0,LU1681047079
2026-04-23 00:00:00+02:00,81.36000061035156,81.58000183105469,81.36000061035156,81.5199966430664,412,0.0,0.0,0.0,LU1681047079
2026-04-17 00:00:00+02:00,54.09400177001953,54.21200180053711,54.0620002746582,54.16600036621094,9143,0.0,0.0,0.0,LU2037748774
2026-04-20 00:00:00+02:00,54.11800003051758,54.18000030517578,54.11800003051758,54.141998291015625,5571,0.0,0.0,0.0,LU2037748774
2026-04-21 00:00:00+02:00,54.14799880981445,54.15599822998047,54.08599853515625,54.08599853515625,10328,0.0,0.0,0.0,LU2037748774
2026-04-22 00:00:00+02:00,54.13399887084961,54.13399887084961,54.09000015258789,54.104000091552734,5245,0.0,0.0,0.0,LU2037748774
2026-04-23 00:00:00+02:00,54.077999114990234,54.12799835205078,54.05799865722656,54.12799835205078,5778,0.0,0.0,0.0,LU2037748774
2026-04-17 00:00:00+02:00,54.90299987792969,55.16400146484375,54.90299987792969,55.15800094604492,2978,0.0,0.0,0.0,LU1525418643
