ISIN,Rendimento_annuo%,Perf_1mese%,Perf_6mesi%,Perf_1anno%,Volatilita_annua%,Max_Drawdown%,VaR_95%_giorno,CVaR_95%_giorno,Ulcer_Index,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Omega_Ratio,Pain_Ratio,Beta,Alpha%,R_Squared,Tracking_Error%,Information_Ratio,Winrate%
LU2976312418,30.73,5.28,,,11.99,-6.52,-1.08,-1.52,2.0581,2.263,3.552,4.713,1.426,14.929,,,,,,61.5
FR0013412004,51.61,3.83,27.72,,21.24,-9.51,-2.09,-2.72,3.1007,2.26,3.523,5.427,1.45,16.644,,,,,,54.4
IE00BK5BCH80,62.27,10.41,33.84,,26.41,-9.85,-2.46,-3.34,3.28,2.222,3.532,6.325,1.453,18.986,,,,,,58.4
IE000MRIQ479,34.28,4.19,,,13.87,-9.02,-0.97,-1.85,3.4461,2.213,3.113,3.801,1.479,9.948,,,,,,58.3
IE00BF0M2Z96,74.98,17.08,41.16,,33.01,-14.23,-3.09,-4.03,5.1887,2.162,3.458,5.269,1.448,14.45,,,,,,56.0
IE00BMYDM919,30.72,5.47,15.97,,13.0,-6.8,-1.03,-1.81,2.2105,2.087,2.898,4.518,1.419,13.899,,,,,,55.2
IE0004U3TX15,59.01,24.53,31.62,,26.91,-13.46,-2.37,-2.88,4.5424,2.059,3.786,4.383,1.42,12.99,,,,,,54.4
IE000VAKCHT4,51.59,8.38,,,24.04,-3.28,0.0,-0.03,1.5886,1.997,1.43,15.72,5.458,32.477,,,,,,4.1
LU1681046188,33.51,0.0,,,15.56,-4.54,-0.92,-2.06,2.4561,1.922,2.14,7.378,1.586,13.644,,,,,,35.0
LU1900066033,73.82,22.7,,,36.98,-14.85,-3.34,-4.15,5.8713,1.899,3.459,4.97,1.375,12.573,,,,,,54.1
IE000PN3F926,50.5,11.02,,,24.85,-9.86,-2.37,-3.24,4.5204,1.887,2.855,5.123,1.368,11.171,,,,,,55.3
IE00BLCHJH52,38.08,4.83,,,18.77,-7.47,-1.71,-2.28,2.4784,1.838,2.957,5.095,1.339,15.366,,,,,,54.0
IE000OKVTDF7,29.79,10.15,15.33,,14.35,-8.3,-1.27,-1.47,2.7341,1.825,3.558,3.589,1.37,10.896,,,,,,50.4
IE000FCGBU62,40.8,6.83,,,20.57,-14.69,-1.6,-2.42,4.3482,1.809,3.108,2.777,1.344,9.383,,,,,,55.3
IE000H1H16W5,30.59,6.89,15.74,,14.97,-9.12,-1.38,-1.67,2.9764,1.803,3.159,3.354,1.373,10.276,,,,,,53.6
IE000FF2EBQ8,23.24,3.16,11.88,,10.91,-6.02,-0.95,-1.38,1.8445,1.801,2.829,3.858,1.345,12.599,,,,,,56.0
IE00BLRB0242,44.03,11.68,,,22.67,-11.33,-1.85,-2.91,4.2219,1.784,2.66,3.887,1.35,10.43,,,,,,54.0
IE00BQQ3Q067,28.86,5.74,14.81,,14.21,-7.6,-1.29,-1.72,2.8584,1.779,2.821,3.8,1.35,10.097,,,,,,55.2
IE000PNL0242,34.98,8.08,,,18.02,-9.41,-1.45,-1.81,3.1363,1.742,3.526,3.716,1.341,11.154,,,,,,53.2
IE00BKY58G26,39.85,10.97,20.55,,20.83,-12.87,-1.74,-2.59,4.772,1.741,2.689,3.097,1.361,8.352,,,,,,55.2
LU1615090864,24.95,6.6,12.75,,12.29,-6.95,-1.19,-1.67,2.3586,1.739,2.445,3.593,1.353,10.58,,,,,,54.4
IE00BMYDMB35,32.05,4.71,16.42,,16.7,-10.86,-1.39,-2.17,4.5829,1.704,2.596,2.951,1.332,6.993,,,,,,56.0
IE0006O3TTP9,25.58,4.27,,,13.12,-8.21,-1.07,-1.54,2.7426,1.676,2.95,3.118,1.324,9.327,,,,,,53.7
IE0005E47AH7,37.45,4.68,19.18,,20.32,-9.41,-1.94,-2.47,3.9354,1.666,2.719,3.981,1.314,9.515,,,,,,54.4
IE00BGL86Z12,48.27,21.04,24.82,,26.84,-13.03,-2.26,-2.85,5.6925,1.665,3.217,3.705,1.321,8.48,,,,,,49.6
IE00BDF12W49,26.92,5.52,13.72,,14.09,-7.54,-1.23,-1.72,2.8468,1.656,2.575,3.572,1.318,9.457,,,,,,52.0
IE000ANHU3J3,35.46,10.76,,,19.42,-12.1,-1.39,-2.31,4.5156,1.641,2.352,2.931,1.398,7.853,,,,,,42.6
IE000O8S1EX4,32.69,8.66,,,17.77,-10.43,-1.4,-2.04,3.803,1.638,3.045,3.133,1.316,8.597,,,,,,54.0
IE000Y6ZXZ48,32.94,14.97,,,18.13,-8.16,-1.6,-1.89,3.3931,1.618,2.91,4.038,1.318,9.707,,,,,,53.7
IE0006SEWKA2,35.14,9.7,,,19.53,-10.28,-1.6,-2.3,3.8991,1.615,2.644,3.417,1.327,9.013,,,,,,48.4
IE000X59ZHE2,43.19,16.86,,,24.89,-11.18,-2.47,-2.91,4.4509,1.591,2.641,3.865,1.294,9.704,,,,,,60.2
IE000QUCVEN9,22.6,3.58,11.46,,12.04,-7.08,-1.05,-1.53,2.4782,1.579,2.36,3.192,1.295,9.119,,,,,,56.8
LU1048313891,40.63,11.3,,,23.77,-11.34,-1.85,-2.97,4.3061,1.558,2.483,3.583,1.311,9.435,,,,,,51.6
IE000CBYU7J5,37.33,9.7,18.94,,21.77,-12.4,-1.85,-2.65,4.6748,1.55,2.425,3.011,1.317,7.985,,,,,,51.2
IE000NS5HRY9,23.33,6.5,11.82,,12.77,-8.44,-1.11,-1.4,2.6996,1.546,2.922,2.763,1.29,8.642,,,,,,53.6
IE000OVF8Q66,33.72,9.06,,,19.52,-10.35,-1.61,-2.36,3.8328,1.543,2.442,3.259,1.305,8.796,,,,,,51.2
FR0013412012,36.75,10.38,18.63,,21.48,-11.5,-1.89,-2.61,4.5932,1.543,2.414,3.195,1.309,8.0,,,,,,55.2
LU1291097779,33.64,9.44,17.04,,19.63,-10.87,-1.69,-2.48,4.0805,1.531,2.346,3.094,1.309,8.245,,,,,,51.2
IE000H3AH951,25.95,6.47,,,14.69,-9.47,-1.34,-1.62,3.5699,1.522,2.781,2.74,1.289,7.269,,,,,,50.6
IE000GNOSM10,32.91,10.23,,,19.36,-8.53,-1.6,-1.82,3.2759,1.514,3.264,3.859,1.277,10.045,,,,,,50.0
IE000L5NW549,34.5,11.77,17.44,,20.51,-11.8,-1.67,-2.23,3.6619,1.507,2.792,2.923,1.308,9.421,,,,,,56.0
IE000D5R9C23,32.99,9.55,,,19.61,-10.76,-1.55,-2.32,3.942,1.499,2.48,3.066,1.3,8.368,,,,,,49.6
FR0013412020,32.64,8.97,16.49,,19.38,-10.69,-1.33,-2.23,3.995,1.498,2.627,3.052,1.288,8.17,,,,,,48.0
LU0476289540,26.0,6.85,13.12,,15.08,-8.74,-1.52,-1.82,2.8489,1.486,2.519,2.973,1.277,9.125,,,,,,49.6
FR001400SDL2,33.4,9.52,16.85,,20.08,-11.23,-1.66,-2.49,4.166,1.484,2.35,2.974,1.301,8.018,,,,,,52.0
IE00BYQCZJ13,37.05,0.06,,,22.66,-10.93,-2.03,-2.74,4.2047,1.476,2.468,3.391,1.287,8.812,,,,,,53.7
IE00BF4G6Z54,36.77,11.25,,,22.59,-12.51,-1.85,-2.73,4.7107,1.469,2.272,2.94,1.298,7.806,,,,,,52.4
IE00BMDV7354,33.8,10.7,,,20.66,-11.77,-1.94,-2.6,4.3472,1.462,2.29,2.871,1.3,7.774,,,,,,53.2
LU0292107991,37.56,11.98,18.88,,23.24,-13.84,-2.17,-2.88,5.1529,1.462,2.361,2.714,1.296,7.289,,,,,,52.8
IE000U58J0M1,42.03,6.96,21.01,,26.82,-11.34,-2.43,-3.08,4.826,1.433,2.558,3.706,1.257,8.71,,,,,,50.4
IE000LAUZQT6,26.56,6.99,13.34,,16.22,-10.37,-1.45,-1.94,3.4947,1.416,2.43,2.56,1.276,7.601,,,,,,52.8
IE00BKPSFC54,22.32,5.98,11.22,,13.29,-7.56,-1.13,-1.63,2.7418,1.409,2.371,2.953,1.267,8.14,,,,,,52.8
IE00BD6RZT93,19.36,3.09,9.73,,11.2,-8.3,-1.19,-1.32,3.1424,1.408,2.357,2.332,1.256,6.16,,,,,,52.8
IE0005AJA0P1,25.85,4.42,,,16.09,-9.46,-1.5,-2.12,4.3356,1.384,2.155,2.733,1.258,5.963,,,,,,54.2
IE00BD6RZW23,18.89,-2.13,,,11.06,-2.46,-0.32,-0.79,0.6896,1.383,1.592,7.668,2.014,27.39,,,,,,4.9
LU1377382285,21.27,6.03,10.67,,12.83,-7.7,-1.19,-1.82,2.5285,1.378,1.838,2.762,1.287,8.411,,,,,,53.6
IE00B1XNHC34,45.72,6.84,,,30.59,-11.28,-2.48,-4.02,4.6638,1.377,1.586,4.052,1.288,9.803,,,,,,54.5
LU1215452928,21.81,6.91,,,13.28,-8.7,-1.17,-1.87,2.9919,1.371,1.771,2.508,1.287,7.289,,,,,,56.1
IE000GLIXPP3,30.06,9.99,,,19.5,-11.36,-1.99,-2.93,4.4408,1.357,1.345,2.647,1.34,6.769,,,,,,44.3
LU3121015484,24.88,4.64,,,15.83,-9.28,-1.56,-2.14,3.2693,1.345,1.904,2.681,1.277,7.611,,,,,,59.6
IE000A89Y2G7,21.59,2.94,10.79,,13.59,-6.23,-1.24,-1.85,2.2379,1.324,1.872,3.469,1.238,9.649,,,,,,59.2
IE000AN3AFZ1,30.69,9.76,,,20.71,-11.42,-1.62,-2.25,3.9482,1.309,2.465,2.688,1.26,7.774,,,,,,52.2
IE0008T6IUX0,33.66,6.34,,,23.05,-13.29,-2.21,-3.07,4.765,1.305,1.856,2.533,1.283,7.065,,,,,,57.3
IE000GOJO2A3,33.27,6.25,,,22.79,-13.5,-2.16,-3.05,4.8146,1.302,1.877,2.463,1.282,6.91,,,,,,53.2
FR001400ZGO4,29.7,8.96,14.71,,20.19,-11.27,-1.92,-2.58,4.2009,1.293,1.995,2.636,1.246,7.07,,,,,,56.0
IE000PMX0MW6,20.42,1.24,,,13.1,-5.94,-1.22,-1.66,2.1832,1.285,2.137,3.441,1.218,9.355,,,,,,55.3
IE000LTA2082,25.11,6.33,,,16.8,-9.84,-1.47,-1.91,3.4185,1.281,2.294,2.554,1.244,7.347,,,,,,56.1
FR001400SDK4,31.61,3.69,15.6,,21.89,-10.8,-2.17,-2.8,4.0212,1.28,1.906,2.927,1.254,7.861,,,,,,54.4
IE000D6810F1,17.57,6.11,8.78,,11.06,-7.97,-0.93,-1.14,2.6523,1.263,2.447,2.204,1.231,6.625,,,,,,50.4
IE000QLV3SY5,31.19,10.65,,,21.87,-11.97,-2.06,-2.69,4.5609,1.262,2.059,2.606,1.249,6.838,,,,,,54.8
FR0011869270,22.64,5.4,11.24,,15.28,-8.78,-1.4,-1.85,3.3787,1.246,1.984,2.579,1.234,6.701,,,,,,56.0
LU1681037518,26.41,10.82,,,18.37,-10.84,-1.63,-2.42,3.7106,1.242,1.868,2.438,1.248,7.118,,,,,,51.2
IE00BYVJRP78,32.7,8.56,,,23.72,-12.33,-1.9,-2.83,5.1089,1.227,2.046,2.653,1.241,6.401,,,,,,50.5
IE000T369T05,31.75,3.78,15.52,,23.18,-11.54,-1.98,-2.83,4.111,1.215,1.93,2.751,1.241,7.724,,,,,,50.4
IE000YNVI4W4,21.07,4.45,,,14.41,-9.2,-1.46,-1.97,3.0491,1.213,1.814,2.29,1.229,6.911,,,,,,52.0
IE00BJQRDN15,21.26,7.31,,,14.74,-8.65,-1.38,-1.59,2.7052,1.199,2.393,2.458,1.225,7.861,,,,,,48.4
IE000YUTMIU2,16.2,5.01,,,10.54,-5.81,-1.06,-1.26,1.8655,1.196,2.0,2.787,1.217,8.684,,,,,,53.7
LU2976314208,29.75,2.37,,,22.09,-9.46,-1.91,-2.8,3.63,1.184,1.78,3.147,1.233,8.196,,,,,,52.0
IE00050J4789,21.77,6.6,,,15.38,-6.13,-1.53,-1.83,2.5763,1.182,2.007,3.55,1.216,8.452,,,,,,49.2
IE00BM9TSP27,31.57,9.29,15.35,,23.71,-12.9,-2.08,-3.02,4.6967,1.18,1.84,2.447,1.235,6.722,,,,,,54.4
IE00BRB36B93,29.82,2.73,,,22.26,-9.96,-1.97,-2.73,3.6954,1.178,1.821,2.994,1.235,8.069,,,,,,50.4
IE000P3D0W60,38.13,8.5,18.29,,29.31,-13.53,-2.52,-3.73,5.466,1.178,1.84,2.819,1.218,6.977,,,,,,50.4
LU3121015138,24.07,5.22,,,17.58,-9.95,-1.68,-2.34,3.6412,1.164,1.709,2.418,1.242,6.609,,,,,,53.5
IE00BJQRDP39,19.99,6.93,,,14.13,-8.11,-1.09,-1.49,2.5914,1.16,2.333,2.464,1.217,7.713,,,,,,50.0
IE00B3VWM098,21.42,6.38,,,15.49,-6.14,-1.53,-1.87,2.5021,1.151,1.845,3.49,1.212,8.562,,,,,,50.4
LU1659681313,21.91,8.97,,,15.92,-10.83,-1.67,-2.3,4.3267,1.151,1.178,2.023,1.326,5.064,,,,,,26.0
IE00BGDQ0T50,27.89,8.61,,,21.25,-12.02,-1.83,-2.95,4.6312,1.143,1.589,2.32,1.25,6.022,,,,,,41.9
IE00BM8QRZ79,40.55,1.6,,,32.38,-12.64,-3.03,-3.49,6.3659,1.141,2.195,3.207,1.194,6.369,,,,,,54.8
IE0004MFRED4,15.96,4.69,7.92,,10.88,-6.84,-0.94,-1.25,2.4794,1.137,2.1,2.332,1.202,6.437,,,,,,48.0
LU1481203070,29.27,1.66,14.17,,22.64,-9.56,-2.22,-2.87,3.5575,1.134,1.813,3.063,1.221,8.227,,,,,,52.0
IE0001XCFC82,30.4,4.07,14.66,,23.87,-10.4,-1.89,-3.01,3.9134,1.123,1.681,2.922,1.229,7.769,,,,,,52.8
LU3195985372,22.69,4.16,,,17.04,-8.77,-1.39,-2.11,3.4093,1.121,1.697,2.588,1.226,6.656,,,,,,48.8
IE000PJL7R74,27.67,11.07,,,21.5,-12.6,-1.67,-2.62,4.8763,1.12,1.84,2.197,1.216,5.675,,,,,,51.6
IE000TD3TI26,16.57,4.75,,,11.62,-7.74,-1.11,-1.29,2.9625,1.117,2.045,2.14,1.2,5.593,,,,,,51.6
IE000VDP6OY8,18.37,4.94,,,13.24,-7.67,-1.28,-1.59,3.1876,1.116,1.826,2.396,1.208,5.763,,,,,,55.3
IE000U1MQKJ2,20.34,7.83,10.0,,15.07,-9.66,-1.31,-1.63,3.2141,1.111,2.214,2.105,1.204,6.327,,,,,,50.4
IE0002XFS025,17.29,6.54,,,12.36,-7.6,-1.05,-1.35,2.529,1.108,2.113,2.275,1.203,6.836,,,,,,49.2
LU3121015567,19.55,4.62,,,14.4,-9.27,-1.43,-2.05,3.3234,1.108,1.547,2.108,1.21,5.883,,,,,,56.6
IE00BKY59G90,24.06,9.02,11.72,,18.6,-11.16,-1.56,-2.29,4.4201,1.1,1.73,2.155,1.206,5.443,,,,,,52.0
IE00BLRPN388,28.29,9.71,,,22.56,-13.77,-2.2,-2.83,5.0404,1.095,1.77,2.055,1.213,5.612,,,,,,54.8
IE000KJPDY61,16.56,5.78,8.18,,11.97,-6.77,-1.13,-1.37,2.1442,1.083,2.117,2.446,1.194,7.721,,,,,,52.0
IE0000P0RPE6,16.11,5.65,7.96,,11.67,-6.84,-1.02,-1.4,2.1736,1.073,1.941,2.355,1.196,7.413,,,,,,52.8
IE00BKY55W78,19.98,6.11,9.78,,15.27,-10.47,-1.17,-2.14,3.583,1.073,1.524,1.907,1.211,5.575,,,,,,52.8
LU2194447293,16.85,3.66,8.3,,12.42,-6.3,-1.3,-1.69,2.2947,1.068,1.506,2.673,1.199,7.344,,,,,,53.6
IE000LYBU7X5,18.49,6.06,9.08,,13.99,-8.99,-1.16,-1.47,2.9187,1.065,2.059,2.057,1.197,6.334,,,,,,48.0
IE000MKIH0W7,15.33,7.15,,,11.04,-6.65,-1.06,-1.17,2.2338,1.063,2.043,2.307,1.188,6.864,,,,,,53.2
IE0007WLHX89,18.52,5.45,,,14.05,-9.25,-1.2,-1.91,3.0183,1.062,1.579,2.002,1.203,6.135,,,,,,51.6
IE00BLRPRR04,23.1,7.46,11.21,,18.44,-10.54,-1.55,-2.15,4.3446,1.058,1.784,2.192,1.19,5.318,,,,,,52.8
IE00BKTLJC87,23.16,9.16,11.23,,18.53,-10.41,-1.66,-2.14,3.5558,1.056,1.815,2.224,1.201,6.514,,,,,,54.4
IE00BLB2GT26,10.92,3.06,,,6.95,-3.6,-0.54,-0.87,1.1959,1.054,1.267,3.035,1.371,9.13,,,,,,15.3
IE0003NQ0IY5,18.32,7.28,8.97,,14.24,-9.6,-1.27,-1.46,3.1095,1.034,2.041,1.909,1.19,5.892,,,,,,51.2
LU2993402101,16.81,3.75,,,13.04,-8.14,-1.18,-1.82,2.7416,1.014,1.408,2.064,1.194,6.131,,,,,,56.1
IE0001UQQ933,16.19,5.45,,,12.46,-6.61,-1.25,-1.44,2.1827,1.011,1.724,2.449,1.178,7.418,,,,,,54.5
